Price,Year,Mileage,Make,Model,Usage_level
4988,2005,84109,SATURN,IONION,High
6988,2008,105997,SATURN,AURA4DR,High
8500,2008,89236,SATURN,AURA4DR,High
4990,2008,89874,SATURN,ASTRA5DR,High
3034,2006,118403,SATURN,IONION,High
11095,2008,63318,SATURN,VUEFWD,Medium
14695,2007,41559,SATURN,SKY2DR,Medium
4587,2006,113515,SATURN,IONION,High
10991,2007,87054,SATURN,SKY2DR,High
7999,2008,38745,SATURN,ASTRA5DR,Medium
3694,2006,147576,SATURN,VUE4DR,High
9195,2007,80275,SATURN,AURA4DR,High
6599,2008,125779,SATURN,VUEAWD,High
6988,2008,121534,SATURN,VUEFWD,High
2999,2007,135976,SATURN,ION4DR,High
11995,2009,75063,SATURN,VUEFWD,Medium
3595,2003,125543,SATURN,VUEVUE,High
4695,2004,124269,SATURN,VUE4DR,High
3995,2006,124985,SATURN,IONION,High
2900,2005,150146,SATURN,VUE4DR,High
3275,2005,129892,SATURN,IONION,High
3695,2005,128858,SATURN,IONION,High
5990,2007,141114,SATURN,AURA4DR,High
6981,2008,108260,SATURN,OUTLOOKFWD,High
3967,2002,77924,SATURN,LSL-200,Medium
4995,2009,178381,SATURN,VUEFWD,High
4500,2006,160691,SATURN,VUE4DR,High
5000,2003,115786,SATURN,IONION,High
3988,2008,123864,SATURN,ASTRA3DR,High
4988,2005,155272,SATURN,VUE4DR,High
3988,2002,143687,SATURN,VUEVUE,High
6990,2008,125559,SATURN,OUTLOOKFWD,High
8934,2009,108954,SATURN,OUTLOOKFWD,High
6988,2009,131360,SATURN,OUTLOOKFWD,High
8287,2009,123582,SATURN,OUTLOOKAWD,High
2350,2003,130156,SATURN,LSL-200,High
7990,2008,127175,SATURN,OUTLOOKAWD,High
8600,2008,122092,SATURN,OUTLOOKFWD,High
8950,2008,117160,SATURN,OUTLOOKAWD,High
7990,2009,138600,SATURN,OUTLOOKAWD,High
8995,2009,139333,SATURN,OUTLOOKFWD,High
3999,2002,106862,SATURN,SC,High
7995,2009,59059,SATURN,VUEAWD,Medium
2995,2002,181182,SATURN,LSL-300,High
4661,2006,91014,SATURN,VUE4DR,High
7999,2007,98238,SATURN,AURA4DR,High
10000,2009,56741,SATURN,VUEFWD,Medium
3999,2007,166000,SATURN,VUEFWD,High
11295,2007,77840,SATURN,AURA4DR,Medium
3000,2006,126958,SATURN,IONION,High
6990,2008,139324,SATURN,OUTLOOKFWD,High
5500,2008,139268,SATURN,VUEFWD,High
4995,2008,154543,SATURN,VUEFWD,High
1995,1998,164779,SATURN,SLSL2,High
5555,1998,200000,SATURN,SLSL2,High
13998,2016,14760,SCION,IMAUTOMATIC,Low
11500,2016,17304,SCION,IAAUTOMATIC,Low
13994,2016,16365,SCION,IAAUTOMATIC,Low
12913,2016,4829,SCION,IAAUTOMATIC,Low
13999,2016,4929,SCION,IMAUTOMATIC,Low
12495,2014,20219,SCION,TCMANUAL,Low
9963,2014,22404,SCION,XDMANUAL,Low
11981,2016,35198,SCION,IAAUTOMATIC,Medium
13500,2016,18090,SCION,IMMANUAL,Low
13790,2016,1815,SCION,IAAUTOMATIC,Low
13999,2015,35415,SCION,TCAUTOMATIC,Medium
15500,2015,26575,SCION,TCMANUAL,Medium
12995,2014,20889,SCION,TCAUTOMATIC,Low
12995,2014,34436,SCION,TCAUTOMATIC,Medium
14891,2016,19612,SCION,IMMANUAL,Low
14755,2015,25766,SCION,TCAUTOMATIC,Medium
13499,2016,16687,SCION,IMAUTOMATIC,Low
13200,2016,11071,SCION,IAAUTOMATIC,Low
13184,2016,16846,SCION,IAAUTOMATIC,Low
14089,2015,46014,SCION,TCAUTOMATIC,Medium
15431,2016,22735,SCION,TCAUTOMATIC,Low
15994,2015,18962,SCION,TCAUTOMATIC,Low
15500,2015,25861,SCION,TCAUTOMATIC,Medium
12995,2014,25699,SCION,TCMANUAL,Medium
10691,2014,12722,SCION,XDAUTOMATIC,Low
5990,2008,59140,SCION,TC2DR,Medium
13975,2015,29836,SCION,TCAUTOMATIC,Medium
14730,2016,7825,SCION,IM5DR,Low
14994,2014,25210,SCION,TCAUTOMATIC,Medium
16992,2016,11122,SCION,TCMANUAL,Low
13900,2015,34865,SCION,TCAUTOMATIC,Medium
10001,2014,34305,SCION,XDAUTOMATIC,Medium
14490,2015,27262,SCION,TCAUTOMATIC,Medium
13888,2016,10186,SCION,IMMANUAL,Low
17623,2016,12754,SCION,TC2DR,Low
14579,2014,38767,SCION,TCAUTOMATIC,Medium
11995,2014,42404,SCION,TC2DR,Medium
14727,2015,26179,SCION,TCAUTOMATIC,Medium
14995,2015,20987,SCION,TCAUTOMATIC,Low
11975,2014,50351,SCION,TCAUTOMATIC,Medium
13999,2015,28918,SCION,TC2DR,Medium
15300,2014,27246,SCION,TCAUTOMATIC,Medium
12938,2014,20373,SCION,XDAUTOMATIC,Low
12700,2015,55333,SCION,TCAUTOMATIC,Medium
15881,2015,26264,SCION,TCAUTOMATIC,Medium
14995,2016,19501,SCION,IM5DR,Low
7999,2013,86341,SCION,TC2DR,High
14686,2015,34891,SCION,TCAUTOMATIC,Medium
11750,2013,24986,SCION,XDAUTOMATIC,Low
13500,2015,48309,SCION,TC2DR,Medium
12846,2014,47479,SCION,TCAUTOMATIC,Medium
13500,2014,29545,SCION,TCAUTOMATIC,Medium
13500,2014,30178,SCION,TCAUTOMATIC,Medium
15292,2016,11178,SCION,IMAUTOMATIC,Low
13217,2016,26142,SCION,IMAUTOMATIC,Medium
12990,2014,37281,SCION,TCMANUAL,Medium
14481,2016,11313,SCION,IMMANUAL,Low
15532,2014,19565,SCION,TCAUTOMATIC,Low
15750,2016,9616,SCION,IMAUTOMATIC,Low
10500,2014,27652,SCION,XDAUTOMATIC,Medium
15881,2015,31659,SCION,TCAUTOMATIC,Medium
14432,2016,27115,SCION,IM5DR,Medium
9513,2012,77732,SCION,TC2DR,Medium
10480,2014,26607,SCION,XDAUTOMATIC,Medium
10999,2012,48976,SCION,TC2DR,Medium
14485,2016,28520,SCION,IMMANUAL,Medium
10561,2013,62912,SCION,TCAUTOMATIC,Medium
12999,2013,33619,SCION,TCAUTOMATIC,Medium
15584,2016,17080,SCION,IMMANUAL,Low
16991,2015,19787,SCION,TCAUTOMATIC,Low
14999,2016,5001,SCION,FR-S2DR,Low
10500,2014,33902,SCION,XDMANUAL,Medium
10591,2013,39554,SCION,XDAUTOMATIC,Medium
14990,2016,22820,SCION,IMAUTOMATIC,Low
14990,2016,20862,SCION,IMMANUAL,Low
4995,2007,83513,SCION,TC3DR,High
4450,2007,94914,SCION,TC3DR,High
9991,2013,34813,SCION,XDAUTOMATIC,Medium
16015,2015,24558,SCION,TCMANUAL,Low
13999,2015,46017,SCION,TCAUTOMATIC,Medium
14910,2015,37281,SCION,TCAUTOMATIC,Medium
15488,2016,21126,SCION,IMAUTOMATIC,Low
13999,2015,59031,SCION,TC2DR,Medium
12200,2014,35657,SCION,XDAUTOMATIC,Medium
13350,2016,37743,SCION,IMMANUAL,Medium
12920,2014,51600,SCION,TC2DR,Medium
13995,2014,38815,SCION,TCAUTOMATIC,Medium
16000,2014,27660,SCION,TCAUTOMATIC,Medium
13555,2014,44835,SCION,TC2DR,Medium
15910,2015,27244,SCION,TCAUTOMATIC,Medium
15909,2015,27529,SCION,TCMANUAL,Medium
15888,2016,15358,SCION,IMMANUAL,Low
13988,2014,52341,SCION,TC2DR,Medium
15995,2016,14906,SCION,IMAUTOMATIC,Low
12995,2014,64637,SCION,TCAUTOMATIC,Medium
6997,2009,94336,SCION,TC2DR,High
13599,2014,19428,SCION,XDAUTOMATIC,Low
14995,2016,23099,SCION,IMMANUAL,Low
9991,2013,99439,SCION,TCAUTOMATIC,High
12691,2014,35050,SCION,XDAUTOMATIC,Medium
8800,2013,60584,SCION,XDAUTOMATIC,Medium
11991,2012,70223,SCION,TC2DR,Medium
15910,2015,35579,SCION,TCAUTOMATIC,Medium
14995,2016,28104,SCION,IM5DR,Medium
16376,2016,12727,SCION,IMMANUAL,Low
7999,2010,87640,SCION,TC2DR,High
12909,2014,24235,SCION,XDAUTOMATIC,Low
6995,2009,113531,SCION,TC2DR,High
10990,2013,43892,SCION,XD5DR,Medium
15910,2014,29950,SCION,TCMANUAL,Medium
6975,2006,74028,SCION,TC3DR,Medium
3999,2008,121026,SCION,TC2DR,High
14799,2014,55795,SCION,TCAUTOMATIC,Medium
5990,2007,90750,SCION,TC3DR,High
14994,2016,29631,SCION,IMAUTOMATIC,Medium
17909,2014,10059,SCION,TCMANUAL,Low
15480,2014,33715,SCION,TCAUTOMATIC,Medium
16991,2015,33259,SCION,TC2DR,Medium
8495,2011,57925,SCION,XD5DR,Medium
13295,2012,50107,SCION,TC2DR,Medium
9911,2012,94798,SCION,TC2DR,High
15999,2016,22780,SCION,FR-S2DR,Low
6322,2007,100565,SCION,TC3DR,High
3499,2005,116841,SCION,TC3DR,High
5984,2008,130170,SCION,TC2DR,High
5495,2007,112466,SCION,TC3DR,High
9999,2011,94000,SCION,TC2DR,High
14526,2013,37109,SCION,FR-SMANUAL,Medium
9986,2014,10197,SCION,IQHATCHBACK,Low
8995,2011,110740,SCION,TC2DR,High
11999,2013,60421,SCION,FR-S2DR,Medium
6999,2009,78632,SCION,XD5DR,Medium
8000,2012,20502,SCION,IQ3DR,Low
6999,2009,91327,SCION,XD5DR,High
11495,2009,71540,SCION,TC2DR,Medium
4000,2006,152267,SCION,TC3DR,High
17000,2013,18021,SCION,FR-SAUTOMATIC,Low
9989,2012,75559,SCION,XD5DR,Medium
4995,2007,133703,SCION,TC3DR,High
4732,2006,147780,SCION,TC3DR,High
17992,2015,24450,SCION,FR-SAUTOMATIC,Low
15000,2014,71160,SCION,FR-SMANUAL,Medium
20993,2016,5311,SCION,FR-SAUTOMATIC,Low
8999,2010,72476,SCION,XD5DR,Medium
22842,2016,9690,SCION,TC2DR,Low
7288,2011,105657,SCION,XD5DR,High
11994,2015,53938,SCION,XBAUTOMATIC,Medium
19563,2015,16508,SCION,FR-SMANUAL,Low
10987,2014,15134,SCION,IQHATCHBACK,Low
3975,2007,154606,SCION,TC3DR,High
19499,2016,22476,SCION,FR-SAUTOMATIC,Low
7980,2013,31303,SCION,IQBASE,Medium
6000,2006,90254,SCION,XA4DR,High
20338,2016,15022,SCION,FR-SAUTOMATIC,Low
10470,2014,23870,SCION,IQHATCHBACK,Low
19999,2015,22130,SCION,FR-SAUTOMATIC,Low
16770,2014,31367,SCION,FR-SAUTOMATIC,Medium
9595,2014,32326,SCION,IQHATCHBACK,Medium
10799,2011,30304,SCION,XB5DR,Medium
20900,2016,17457,SCION,FR-SAUTOMATIC,Low
16990,2013,30602,SCION,FR-SAUTOMATIC,Medium
10588,2014,28603,SCION,IQHATCHBACK,Medium
21546,2016,4893,SCION,FR-SMANUAL,Low
17948,2015,41184,SCION,FR-SAUTOMATIC,Medium
4995,2007,151938,SCION,TC3DR,High
16481,2014,56105,SCION,FR-SMANUAL,Medium
19995,2016,17758,SCION,FR-SMANUAL,Low
19995,2016,17834,SCION,FR-SMANUAL,Low
17980,2014,20984,SCION,FR-SAUTOMATIC,Low
16000,2014,58389,SCION,FR-SAUTOMATIC,Medium
8995,2014,42082,SCION,IQHATCHBACK,Medium
18500,2016,59054,SCION,FR-SMANUAL,Medium
12970,2013,24565,SCION,XBAUTOMATIC,Low
18800,2014,16632,SCION,FR-SAUTOMATIC,Low
11992,2013,102209,SCION,FR-SAUTOMATIC,High
4895,2006,147877,SCION,TC3DR,High
7991,2008,87331,SCION,XD5DR,High
17500,2015,42043,SCION,FR-SMANUAL,Medium
3990,2006,159688,SCION,TC3DR,High
9200,2013,57579,SCION,XBAUTOMATIC,Medium
13000,2014,34906,SCION,XBAUTOMATIC,Medium
19991,2015,29923,SCION,FR-SAUTOMATIC,Medium
21476,2016,16642,SCION,FR-SAUTOMATIC,Low
17909,2014,34301,SCION,FR-SMANUAL,Medium
19898,2015,28281,SCION,FR-SAUTOMATIC,Medium
4988,2006,152548,SCION,TC3DR,High
15991,2013,60476,SCION,FR-SAUTOMATIC,Medium
17995,2013,40858,SCION,FR-SAUTOMATIC,Medium
5995,2008,158742,SCION,TC2DR,High
14995,2014,70076,SCION,FR-SMANUAL,Medium
17995,2016,10577,SCION,TCAUTOMATIC,Low
17527,2014,51950,SCION,FR-SMANUAL,Medium
14995,2013,62021,SCION,FR-SAUTOMATIC,Medium
9999,2012,49755,SCION,XB5DR,Medium
18910,2015,36109,SCION,FR-SAUTOMATIC,Medium
10495,2014,35369,SCION,IQHATCHBACK,Medium
13700,2014,33338,SCION,XB5DR,Medium
19995,2015,21719,SCION,FR-SAUTOMATIC,Low
15990,2014,61352,SCION,FR-SMANUAL,Medium
8999,2014,89937,SCION,XBAUTOMATIC,High
16995,2015,57885,SCION,FR-S2DR,Medium
14995,2015,26223,SCION,XBAUTOMATIC,Medium
13990,2015,46177,SCION,XBAUTOMATIC,Medium
19964,2015,40225,SCION,FR-SAUTOMATIC,Medium
11695,2008,54610,SCION,XD5DR,Medium
16980,2013,39731,SCION,FR-SMANUAL,Medium
17999,2013,31700,SCION,FR-S2DR,Medium
14988,2015,31195,SCION,XB5DR,Medium
17998,2016,58399,SCION,FR-SMANUAL,Medium
13890,2014,26887,SCION,XBAUTOMATIC,Medium
11395,2010,119052,SCION,TC2DR,High
12995,2014,39486,SCION,XBAUTOMATIC,Medium
15000,2014,28632,SCION,XBAUTOMATIC,Medium
8950,2012,44652,SCION,IQ3DR,Medium
6495,2012,101363,SCION,XB5DR,High
15991,2013,78270,SCION,FR-SAUTOMATIC,Medium
22888,2015,10372,SCION,FR-SAUTOMATIC,Low
20990,2015,28042,SCION,FR-S2DR,Medium
18000,2016,12038,SCION,TCAUTOMATIC,Low
21990,2016,26902,SCION,FR-SAUTOMATIC,Medium
11200,2013,70888,SCION,XBAUTOMATIC,Medium
5750,2008,81330,SCION,XB5DR,High
14909,2014,25879,SCION,XBAUTOMATIC,Medium
14909,2014,26250,SCION,XBAUTOMATIC,Medium
13791,2014,49081,SCION,TCAUTOMATIC,Medium
7000,2011,94803,SCION,XB5DR,High
6495,2011,106446,SCION,XB5DR,High
9987,2012,86250,SCION,XB5DR,High
10995,2013,37528,SCION,XDMANUAL,Medium
10950,2012,63872,SCION,XB5DR,Medium
9993,2012,88366,SCION,XB5DR,High
4995,2008,102824,SCION,XB5DR,High
6899,2009,95027,SCION,XB5DR,High
10980,2015,93630,SCION,XB5DR,High
18995,2014,69389,SCION,FR-SAUTOMATIC,Medium
2995,2004,149673,SCION,XA4DR,High
9995,2011,75328,SCION,XB5DR,Medium
5270,2006,90062,SCION,XB5DR,High
6285,2009,121459,SCION,XB5DR,High
7999,2010,94555,SCION,XB5DR,High
9328,2012,96525,SCION,XB5DR,High
5795,2011,143751,SCION,XB5DR,High
11395,2014,90160,SCION,XB5DR,High
4999,2005,198014,SCION,TC3DR,High
11495,2011,65492,SCION,XB5DR,Medium
4990,2006,115329,SCION,XB5DR,High
7295,2010,115738,SCION,XB5DR,High
7581,2011,141509,SCION,XB5DR,High
6995,2008,123847,SCION,XB5DR,High
8995,2008,89811,SCION,XB5DR,High
7000,2008,120384,SCION,XB5DR,High
6495,2009,135887,SCION,XB5DR,High
5975,2008,145938,SCION,XB5DR,High
8995,2011,132211,SCION,TC2DR,High
5999,2005,122528,SCION,XB5DR,High
4999,2006,147990,SCION,XB5DR,High
3999,2006,160871,SCION,XB5DR,High
7995,2006,125347,SCION,XB5DR,High
11695,2010,103160,SCION,XB5DR,High
15995,2013,47800,SCION,FR-S2DR,Medium
13999,2014,41775,SCION,TC2DR,Medium
5995,2007,125774,SCION,TC3DR,High
14990,2014,47026,SCION,TCAUTOMATIC,Medium
8999,2010,119422,SCION,TC2DR,High
17181,2013,59835,SCION,FR-SMANUAL,Medium
5899,2009,144037,SCION,XD5DR,High
5000,2008,80587,SCION,XD5DR,High
7986,2009,94366,SCION,XB5DR,High
17450,2013,46341,SCION,FR-SMANUAL,Medium
20980,2013,6860,SCION,FR-SMANUAL,Low
10999,2013,65426,SCION,XBAUTOMATIC,Medium
12891,2014,38225,SCION,XBAUTOMATIC,Medium
9995,2012,60128,SCION,XB5DR,Medium
18991,2014,35570,SCION,FR-SAUTOMATIC,Medium
10795,2012,96686,SCION,XB5DR,High
13295,2012,71185,SCION,XB5DR,Medium
11999,2012,93911,SCION,XB5DR,High
9475,2012,98474,SCION,XB5DR,High
4945,2006,195271,SCION,TC3DR,High
13795,2011,83603,SCION,XB5DR,High
4999,2006,127428,SCION,XB5DR,High
4900,2006,196390,SCION,XB5DR,High
9000,2009,100637,SCION,XB5DR,High
5417,2014,23882,SMART,FORTWO,Low
8970,2015,11375,SMART,FORTWO,Low
5995,2013,4592,SMART,FORTWO,Low
5995,2014,13486,SMART,FORTWO,Low
6465,2014,8101,SMART,FORTWO,Low
6995,2014,11675,SMART,FORTWO,Low
6999,2015,14945,SMART,FORTWO,Low
5488,2014,22208,SMART,FORTWOPURE,Low
7970,2013,18379,SMART,FORTWO,Low
6988,2015,18022,SMART,FORTWO,Low
5995,2014,22700,SMART,FORTWO,Low
8773,2015,41,SMART,FORTWOCOUPE,Low
6495,2014,26760,SMART,FORTWO,Medium
6000,2014,53205,SMART,FORTWO,Medium
6499,2014,19194,SMART,FORTWO,Low
5995,2014,25755,SMART,FORTWO,Medium
8897,2015,72,SMART,FORTWOCOUPE,Low
8977,2015,7823,SMART,FORTWOCOUPE,Low
6480,2014,21685,SMART,FORTWO,Low
5995,2014,28050,SMART,FORTWO,Medium
5900,2013,20769,SMART,FORTWO,Low
8668,2015,18,SMART,FORTWOCOUPE,Low
9500,2015,88,SMART,FORTWOCOUPE,Low
5995,2013,20377,SMART,FORTWO,Low
5487,2013,33694,SMART,FORTWOPURE,Medium
6500,2014,28000,SMART,FORTWO,Medium
6990,2014,22487,SMART,FORTWO,Low
7288,2015,24761,SMART,FORTWOCOUPE,Low
6000,2013,24239,SMART,FORTWOPURE,Low
9995,2015,9203,SMART,FORTWO,Low
9995,2015,6626,SMART,FORTWOCOUPE,Low
9995,2015,11189,SMART,FORTWOCOUPE,Low
8499,2014,11748,SMART,FORTWOPURE,Low
9421,2015,24111,SMART,FORTWOCOUPE,Low
5850,2013,48748,SMART,FORTWOPASSION,Medium
8988,2015,29992,SMART,FORTWOCOUPE,Medium
9388,2015,25523,SMART,FORTWOCOUPE,Medium
7990,2015,29911,SMART,FORTWOCOUPE,Medium
9900,2014,33052,SMART,FORTWO,Medium
9995,2015,15583,SMART,FORTWOCOUPE,Low
8995,2014,19145,SMART,FORTWOPURE,Low
8795,2015,21239,SMART,FORTWOCOUPE,Low
6994,2014,34584,SMART,FORTWOPASSION,Medium
5584,2011,31336,SMART,FORTWO2DR,Medium
5990,2013,38768,SMART,FORTWOPASSION,Medium
8995,2014,22764,SMART,FORTWOPASSION,Low
11988,2016,5033,SMART,FORTWOPURE,Low
9988,2014,12046,SMART,FORTWOPURE,Low
6990,2013,33426,SMART,FORTWOPASSION,Medium
10995,2015,9413,SMART,FORTWOCOUPE,Low
11000,2016,10799,SMART,FORTWOPURE,Low
12500,2016,3814,SMART,FORTWOPASSION,Low
7000,2013,37387,SMART,FORTWO,Medium
9995,2014,18973,SMART,FORTWOPURE,Low
6995,2012,37932,SMART,FORTWO2DR,Medium
6466,2013,58282,SMART,FORTWOPURE,Medium
6997,2008,17489,SMART,FORTWO2DR,Low
14991,2017,4916,SMART,FORTWOPURE,Low
5000,2011,63627,SMART,FORTWO2DR,Medium
5995,2010,53945,SMART,FORTWO2DR,Medium
6999,2009,43177,SMART,FORTWO2DR,Medium
3995,2008,73697,SMART,FORTWO2DR,Medium
16180,2016,6494,SMART,FORTWOPURE,Low
8900,2015,33636,SMART,FORTWOCOUPE,Medium
7280,2015,31936,SMART,FORTWOCOUPE,Medium
8995,2014,27698,SMART,FORTWOPURE,Medium
8995,2014,28035,SMART,FORTWOPURE,Medium
8995,2014,32906,SMART,FORTWOPURE,Medium
10470,2014,12580,SMART,FORTWO,Low
18477,2014,51600,SUBARU,XV,Medium
17569,2014,47533,SUBARU,XV,Medium
13969,2015,101159,SUBARU,XV,High
19700,2014,41391,SUBARU,XV,Medium
20974,2014,37794,SUBARU,XV,Medium
7890,2008,90705,SUBARU,IMPREZA,High
20477,2015,49203,SUBARU,XV,Medium
20800,2014,33966,SUBARU,XV,Medium
22991,2014,24215,SUBARU,XV,Low
14119,2014,21295,SUBARU,IMPREZA2.0I,Low
5994,2008,136942,SUBARU,IMPREZA,High
22450,2015,43144,SUBARU,XV,Medium
14997,2015,32604,SUBARU,IMPREZA,Medium
17369,2016,13859,SUBARU,IMPREZA,Low
17369,2016,17146,SUBARU,IMPREZA,Low
6990,2008,146155,SUBARU,IMPREZA,High
16190,2015,36602,SUBARU,IMPREZA2.0I,Medium
12500,2014,63193,SUBARU,IMPREZA,Medium
13999,2013,37057,SUBARU,IMPREZA,Medium
14590,2013,44919,SUBARU,IMPREZA,Medium
16999,2015,5000,SUBARU,BRZLIMITED,Low
12991,2010,41083,SUBARU,IMPREZAI,Medium
12996,2015,37717,SUBARU,LEGACY2.5I,Medium
16981,2014,29512,SUBARU,IMPREZA2.0I,Medium
16504,2015,38301,SUBARU,IMPREZA2.0I,Medium
16900,2014,20105,SUBARU,IMPREZA,Low
16243,2014,33366,SUBARU,IMPREZA,Medium
20786,2016,9775,SUBARU,IMPREZA2.0I,Low
18699,2015,26202,SUBARU,IMPREZA2.0I,Medium
19996,2016,13530,SUBARU,IMPREZA2.0I,Low
10795,2008,114771,SUBARU,IMPREZA,High
10995,2012,75051,SUBARU,IMPREZA,Medium
20495,2016,5158,SUBARU,IMPREZA,Low
17991,2014,21632,SUBARU,IMPREZA2.0I,Low
14591,2013,67282,SUBARU,IMPREZA2.0I,Medium
16980,2015,29565,SUBARU,IMPREZA2.0I,Medium
17790,2013,21625,SUBARU,IMPREZA2.0I,Low
18348,2015,20471,SUBARU,IMPREZA2.0,Low
19798,2016,15404,SUBARU,IMPREZA2.0I,Low
14994,2014,61863,SUBARU,IMPREZA2.0I,Medium
18000,2014,27463,SUBARU,IMPREZA,Medium
10969,2013,94121,SUBARU,IMPREZA2.0I,High
15429,2012,31700,SUBARU,IMPREZA2.0I,Medium
10938,2012,98763,SUBARU,IMPREZA,High
15587,2014,50643,SUBARU,IMPREZA2.0I,Medium
14990,2013,48510,SUBARU,IMPREZA2.0I,Medium
8995,2013,54000,SUBARU,IMPREZA2.0I,Medium
16888,2017,7561,SUBARU,IMPREZAPREMIUM,Low
14999,2014,60118,SUBARU,IMPREZA,Medium
18990,2015,27604,SUBARU,IMPREZA,Medium
19995,2016,28391,SUBARU,IMPREZA,Medium
14550,2013,66179,SUBARU,IMPREZA,Medium
11920,2012,81450,SUBARU,IMPREZA,High
18969,2015,22947,SUBARU,IMPREZA,Low
13969,2013,66539,SUBARU,IMPREZA,Medium
7900,2010,120430,SUBARU,IMPREZAOUTBACK,High
14500,2014,22812,SUBARU,IMPREZA2.0I,Low
6995,2006,92020,SUBARU,IMPREZA2.5I,High
6995,2008,109716,SUBARU,IMPREZA,High
12999,2012,73830,SUBARU,IMPREZA,Medium
14878,2015,18986,SUBARU,IMPREZA,Low
15991,2014,23571,SUBARU,LEGACY2.5I,Low
11995,2012,89305,SUBARU,IMPREZA2.0I,High
12995,2013,86106,SUBARU,IMPREZA2.0I,High
16386,2013,41831,SUBARU,BRZLIMITED,Medium
11990,2014,38475,SUBARU,IMPREZA2.0I,Medium
16000,2016,29260,SUBARU,IMPREZA,Medium
8718,2009,48933,SUBARU,IMPREZAI,Medium
13994,2014,26798,SUBARU,IMPREZA,Medium
13995,2013,35411,SUBARU,LEGACY2.5I,Medium
16992,2016,12194,SUBARU,IMPREZA,Low
5999,2007,146298,SUBARU,B9,High
12951,2012,39430,SUBARU,LEGACY2.5I,Medium
6995,2006,120799,SUBARU,B9,High
10499,2011,69287,SUBARU,LEGACY2.5I,Medium
19367,2014,19593,SUBARU,BRZPREMIUM,Low
11848,2011,99145,SUBARU,IMPREZA,High
19046,2014,25527,SUBARU,BRZLIMITED,Medium
16388,2015,38233,SUBARU,LEGACY2.5I,Medium
14772,2015,24324,SUBARU,IMPREZA,Low
17898,2014,30934,SUBARU,BRZPREMIUM,Medium
8995,2006,101240,SUBARU,B9,High
15995,2016,28611,SUBARU,IMPREZA2.0I,Medium
7991,2007,131376,SUBARU,B9,High
11119,2011,66785,SUBARU,LEGACY4DR,Medium
19200,2017,4449,SUBARU,IMPREZA5-DOOR,Low
19990,2017,19515,SUBARU,LEGACY2.5I,Low
9490,2011,72305,SUBARU,IMPREZA,Medium
7988,2006,117791,SUBARU,B9,High
14500,2014,52825,SUBARU,LEGACY2.5I,Medium
22230,2015,3134,SUBARU,IMPREZA2.0I,Low
18500,2016,8101,SUBARU,IMPREZA2.0I,Low
9995,2013,69263,SUBARU,IMPREZA2.0I,Medium
16888,2013,62516,SUBARU,BRZLIMITED,Medium
18094,2015,16511,SUBARU,LEGACY2.5I,Low
19997,2016,19859,SUBARU,CROSSTREKMANUAL,Low
10936,2012,65986,SUBARU,LEGACY2.5I,Medium
17999,2014,38656,SUBARU,BRZPREMIUM,Medium
6990,2007,142920,SUBARU,B9,High
11495,2011,105812,SUBARU,IMPREZA,High
14049,2014,44531,SUBARU,IMPREZA,Medium
14947,2013,44502,SUBARU,FORESTER2.5X,Medium
12995,2012,44234,SUBARU,LEGACY2.5I,Medium
13899,2013,43114,SUBARU,LEGACY2.5I,Medium
14208,2014,44454,SUBARU,IMPREZA,Medium
8500,2011,77610,SUBARU,IMPREZA2.5I,Medium
14337,2013,24694,SUBARU,IMPREZA,Low
15580,2014,29050,SUBARU,IMPREZA,Medium
18024,2015,22199,SUBARU,LEGACY2.5I,Low
20500,2015,34184,SUBARU,BRZPREMIUM,Medium
20990,2015,30687,SUBARU,IMPREZA,Medium
13230,2013,34731,SUBARU,IMPREZA2.0I,Medium
23999,2016,22837,SUBARU,IMPREZA2.0I,Low
19592,2014,35027,SUBARU,BRZLIMITED,Medium
12500,2014,81570,SUBARU,LEGACY2.5I,High
17449,2016,27282,SUBARU,IMPREZA2.0I,Medium
10500,2013,98625,SUBARU,LEGACY2.5I,High
19513,2017,16154,SUBARU,LEGACY2.5I,Low
15827,2014,30944,SUBARU,IMPREZA2.0I,Medium
18000,2016,32565,SUBARU,IMPREZA2.0I,Medium
11995,2011,55065,SUBARU,LEGACY4DR,Medium
13990,2014,73062,SUBARU,LEGACY2.5I,Medium
15898,2015,54870,SUBARU,LEGACY2.5I,Medium
12400,2013,97458,SUBARU,LEGACY2.5I,High
13813,2014,70529,SUBARU,LEGACY2.5I,Medium
21999,2017,7107,SUBARU,FORESTER2.5I,Low
21988,2017,6070,SUBARU,LEGACY2.5I,Low
7991,2010,119062,SUBARU,LEGACY4DR,High
7469,2008,74179,SUBARU,IMPREZAI,Medium
11993,2009,40893,SUBARU,FORESTERX,Medium
7590,2007,165097,SUBARU,B9,High
17991,2016,16604,SUBARU,IMPREZA,Low
20000,2016,18679,SUBARU,FORESTER2.5I,Low
13415,2012,73473,SUBARU,FORESTER2.5X,Medium
15468,2014,60493,SUBARU,LEGACY2.5I,Medium
9958,2011,85131,SUBARU,LEGACY4DR,High
6491,2008,110269,SUBARU,FORESTER4DR,High
7900,2007,72430,SUBARU,LEGACYOUTBACK,Medium
20828,2016,17710,SUBARU,FORESTER2.5I,Low
6988,2008,150190,SUBARU,IMPREZA,High
10988,2012,136488,SUBARU,IMPREZA,High
14900,2016,65336,SUBARU,LEGACY2.5I,Medium
9900,2005,90000,SUBARU,IMPREZASPORT,High
9395,2008,100207,SUBARU,IMPREZA,High
